trial_id,pipeline,log,repeat,duration_s,trainer,cache_fingerprint,center_s,experiment,source_run_fingerprint,source_trial_id,start_s,stop_s,time_basis
475e89796ffc796a,front,log-0071_183,0,20.0,self-supervised,b959d8095113db1364b9d8afa5d7b414d97285a8a42e6a4aa46768de4a48a7f2,60.62404553611126,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,cb4677bf8cd914d9,50.62404553611126,70.62404553611125,active
48c1c4e56229160f,front,log-0071_183,0,40.0,self-supervised,b959d8095113db1364b9d8afa5d7b414d97285a8a42e6a4aa46768de4a48a7f2,60.62404553611126,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,af2c113221f36731,40.62404553611126,80.62404553611125,active
96f8a9343472d2a9,front,log-0071_183,0,120.0,self-supervised,b959d8095113db1364b9d8afa5d7b414d97285a8a42e6a4aa46768de4a48a7f2,60.62404553611126,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,ec7f76d426353062,0.6240455361112609,120.62404553611125,active
3e94b9e61a6e652f,front,log-0072_184,0,5.0,self-supervised,064b3f10ed62f79169a48d6e8a0db69493c668625208312873a3e7a630c5c16c,106.5860778593364,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,b5f2b671a210c883,104.0860778593364,109.0860778593364,active
4bf162e3c4a6e678,front,log-0072_184,0,10.0,self-supervised,064b3f10ed62f79169a48d6e8a0db69493c668625208312873a3e7a630c5c16c,106.5860778593364,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,2466c3fb9dd141bb,101.5860778593364,111.5860778593364,active
4ce82cf5c74ad4ee,front,log-0072_184,0,20.0,self-supervised,064b3f10ed62f79169a48d6e8a0db69493c668625208312873a3e7a630c5c16c,106.5860778593364,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,6a4dfba84ec5b6d2,96.5860778593364,116.5860778593364,active
d5533e4e3c1b8a10,front,log-0072_184,0,40.0,self-supervised,064b3f10ed62f79169a48d6e8a0db69493c668625208312873a3e7a630c5c16c,106.5860778593364,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,910d5b35fa8c7eb0,86.5860778593364,126.5860778593364,active
799b0fbf28c1ce5f,front,log-0072_184,0,120.0,self-supervised,064b3f10ed62f79169a48d6e8a0db69493c668625208312873a3e7a630c5c16c,106.5860778593364,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,4291da0947443e32,46.5860778593364,166.5860778593364,active
33f0f63204dc73c1,front,log-0073_185,0,5.0,self-supervised,33b2e0a0f11f6b2646c050308eabe5457c4ba091e3c3f93d2b169b40d855ac84,101.86962699781165,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,0ecef3606c3dc635,99.36962699781165,104.36962699781165,active
234970427208883c,front,log-0073_185,0,10.0,self-supervised,33b2e0a0f11f6b2646c050308eabe5457c4ba091e3c3f93d2b169b40d855ac84,101.86962699781165,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,2e28c853459a1256,96.86962699781165,106.86962699781165,active
feb539fd363bc430,front,log-0073_185,0,20.0,self-supervised,33b2e0a0f11f6b2646c050308eabe5457c4ba091e3c3f93d2b169b40d855ac84,101.86962699781165,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,622d92e86d6c75f7,91.86962699781165,111.86962699781165,active
55b99388c3126804,front,log-0073_185,0,40.0,self-supervised,33b2e0a0f11f6b2646c050308eabe5457c4ba091e3c3f93d2b169b40d855ac84,101.86962699781165,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,e0022fe93d1c1ce5,81.86962699781165,121.86962699781165,active
5feb8913072b28ce,front,log-0073_185,0,120.0,self-supervised,33b2e0a0f11f6b2646c050308eabe5457c4ba091e3c3f93d2b169b40d855ac84,101.86962699781165,solver-window-front-phase1,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,9d971878b07c0d63,41.86962699781165,161.86962699781165,active
