trial_id,pipeline,log,repeat,duration_s,trainer,cache_fingerprint,center_s,experiment,fusion1,fusion2,nuisance,nuisance_applied_update_rms_mm,nuisance_correction_vector_rms_mg,nuisance_effective_state_hz,nuisance_final_iteration_change_mm,nuisance_full_rate,nuisance_proposed_update_rms_mm,nuisance_source_stride,nuisance_update_fraction,nuisance_xyz_bin_count,nuisance_xyz_scalar_center_mg,nuisance_xyz_scalar_scale_mg,source_run_fingerprint,source_trial_id,start_s,stop_s,time_basis,total
5042e78caf68b607,front,log-0046,0,5.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase1,4.562994374893606,5.271214250009507,1.101917542051524,1.6953561651488804,153.1491243641524,10.000000000009095,0.146837588273031,0.5597312920726836,2.260474886865174,10.0,0.5967400162999185,73.0,3957.366449914676,2192.0791356464033,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,27560ff01604e420,186.03424651313014,191.03424651313014,active,11.66031241696328
6d5e4fd9f86583c9,front,log-0046,0,10.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase1,5.6570521669927984,5.787498916964978,1.093628458911553,1.647485865669062,154.95607993025445,10.000000000009095,0.15543735648245594,0.5576241670642048,2.1966478208920828,10.0,0.5910350448247759,73.0,3957.366449914676,2192.0791356464033,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,38aeda6dc050b576,183.53424651313014,193.53424651313014,active,13.231534959049895
cb9ee381489b79db,front,log-0046,0,20.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase1,7.944004999939352,7.373823124915361,1.1010573338717222,1.8315608623117545,180.90472792938883,10.000000000009095,0.28275760532535227,0.5632817500736564,2.4420811497490056,10.0,0.5806030969845151,73.0,3957.366449914676,2192.0791356464033,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,05ee9b22d7ee6c63,178.53424651313014,198.53424651313014,active,17.116015166044235
df27dc6267720614,front,log-0046,0,40.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase1,8.160363958915696,7.530292500043288,1.097287958022207,2.8338314150058195,245.55477227082505,10.000000000009095,0.599675054271072,0.5641727079637349,3.7784418866744263,10.0,0.562999185004075,73.0,3957.366449914676,2192.0791356464033,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,85d72cdbec691071,168.53424651313014,208.53424651313014,active,17.487194125074893
d66ec7bba8f02a47,front,log-0046,0,120.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase1,7.968310125172138,8.247246500104666,1.110829000128433,3.0079301629531665,256.17336581581515,10.000000000009095,0.6486332464075224,0.5629902498330921,4.010573550604222,10.0,0.5600651996740016,73.0,3957.366449914676,2192.0791356464033,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,92996a708467cece,128.53424651313014,248.53424651313014,active,18.024654124863446
0649caf3623cf78a,front,log-0048,0,5.0,self-supervised,159cb65fea2d2c79a359662e94950737e94f2f649a8c56b02f3783cdd3d4d5fd,130.53109835509417,solver-window-front-phase1,5.0746177919209,5.55889541702345,2.0536609580740333,1.2965128988207084,199.1788358692613,10.000000000009095,0.1702188899495127,1.0045000410173088,1.7286838650942782,10.0,0.8211081306077144,64.0,3404.2840610187864,2024.40580274624,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,e08036cb4bd49812,128.03109835509417,133.03109835509417,active,13.961302333977073
aab44158da7ddd28,front,log-0048,0,10.0,self-supervised,159cb65fea2d2c79a359662e94950737e94f2f649a8c56b02f3783cdd3d4d5fd,130.53109835509417,solver-window-front-phase1,4.850112874992192,5.3100568749941885,2.0873645830433816,2.0992595430860006,198.8938041406427,10.000000000009095,0.2486281102458635,1.005903874989599,2.7990127241146676,10.0,0.820738137082601,64.0,3404.2840610187864,2024.40580274624,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,ab86f76649008687,125.53109835509417,135.53109835509417,active,13.477651707828045
5f1b39faa36d4505,front,log-0048,0,20.0,self-supervised,159cb65fea2d2c79a359662e94950737e94f2f649a8c56b02f3783cdd3d4d5fd,130.53109835509417,solver-window-front-phase1,10.871746167074889,13.94986041705124,2.1042021659668535,1.9437198928621304,199.77690009207487,10.000000000009095,0.24856590053602015,1.0190602911170572,2.591626523816174,10.0,0.8133382665803348,64.0,3404.2840610187864,2024.40580274624,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,335785eaa77c15c0,120.53109835509417,140.53109835509417,active,28.175330457976088
8dcc87b8409ad328,front,log-0048,0,40.0,self-supervised,159cb65fea2d2c79a359662e94950737e94f2f649a8c56b02f3783cdd3d4d5fd,130.53109835509417,solver-window-front-phase1,11.091262792004272,13.155899125151336,2.2627381661441177,2.5840574795060314,204.56940531820484,10.000000000009095,0.3925740770533047,1.0212639158125967,3.4454099726747085,10.0,0.7976135417630191,64.0,3404.2840610187864,2024.40580274624,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,9a0794b2b1829c44,110.53109835509417,150.53109835509417,active,27.750312791904435
81b7306ca83af3a3,front,log-0048,0,120.0,self-supervised,159cb65fea2d2c79a359662e94950737e94f2f649a8c56b02f3783cdd3d4d5fd,130.53109835509417,solver-window-front-phase1,12.880817082943395,13.637284624855965,2.072217582957819,2.3198705622534654,211.6688564468623,10.000000000009095,0.35861538836187506,1.013436249922961,3.0931607496712874,10.0,0.7951160854685043,64.0,3404.2840610187864,2024.40580274624,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,e1daf44bc78e2e0b,70.53109835509417,190.53109835509417,active,29.820836375001818
045751ac08fc9560,front,log-0049,0,5.0,self-supervised,6e2dd32802d623097b8d4e156e25faefa5d6ad14dbeffc292b43c34516adefc5,140.59088605573208,solver-window-front-phase1,4.62685158289969,4.651527582900599,0.8366726671811193,2.0553292512732093,191.08039073977295,10.000000000009095,0.21585991278434805,0.41250987513922155,2.7404390016976126,10.0,0.7479067662367052,56.0,3109.0944568258565,1806.6727800799003,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,fea4dc8f5f8cc713,138.09088605573208,143.09088605573208,active,10.647271207999438
5d052d807c3ea7c5,front,log-0049,0,10.0,self-supervised,6e2dd32802d623097b8d4e156e25faefa5d6ad14dbeffc292b43c34516adefc5,140.59088605573208,solver-window-front-phase1,4.210906375199556,4.385769041953608,0.8420744999311864,2.9431087370799416,191.11279150871889,10.000000000009095,0.3315148140409168,0.412375041982159,3.9241449827732557,10.0,0.7488119484046164,56.0,3109.0944568258565,1806.6727800799003,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,58ad390b50d97b37,135.59088605573208,145.59088605573208,active,9.952388082863763
156e261b755475d8,front,log-0049,0,20.0,self-supervised,6e2dd32802d623097b8d4e156e25faefa5d6ad14dbeffc292b43c34516adefc5,140.59088605573208,solver-window-front-phase1,4.44691879209131,4.291344416793436,0.8452820421662182,2.6315900327225195,191.02572377442903,10.000000000009095,0.29120690879817834,0.5777869580779225,3.5087867102966923,10.0,0.7490382439465942,56.0,3109.0944568258565,1806.6727800799003,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,ea7845f9e1ab4fb3,130.59088605573208,150.59088605573208,active,10.263719542184845
bbc34eab25d66d5c,front,log-0049,0,40.0,self-supervised,6e2dd32802d623097b8d4e156e25faefa5d6ad14dbeffc292b43c34516adefc5,140.59088605573208,solver-window-front-phase1,5.088307333178818,4.8948470409959555,0.8291680419351906,1.6185307671546636,264.470367564392,10.000000000009095,0.31733777872002983,0.4133472500834614,2.1580410228728844,10.0,0.7094365241004752,56.0,3109.0944568258565,1806.6727800799003,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,21741b81bd2aafb4,120.59088605573208,160.59088605573208,active,11.32088274997659
