trainer,aligned_nrmse_std_source_median,aligned_rmse_source_median,anchored_rmse_source_median,pair_type,source_logs
self-supervised,0.2633096836183223,7.750217212098253,11.9763600795439,diagonal,20
self-supervised,0.5390574073190021,11.428712222103123,14.585382787050925,transfer,20
oracle-power,0.18374882021289596,4.455859827538672,4.4558598275386725,diagonal,20
oracle-power,0.5052730484318058,10.881367098594806,25.43095022740482,transfer,20
oracle-binned-median,0.17484721819750623,3.7322755394134406,3.7461917617742877,diagonal,20
oracle-binned-median,0.4683920374574573,10.321462432724333,24.685932335693607,transfer,20
