trainer,train_setup,eval_setup,transfer_type,source_logs,target_logs,source_units,target_units,pairs,aligned_rmse_transfer_median,aligned_rmse_target_diagonal_median,aligned_rmse_delta_median,aligned_rmse_delta_ci_low,aligned_rmse_delta_ci_high,aligned_rmse_fraction_worse,aligned_nrmse_std_transfer_median,aligned_nrmse_std_target_diagonal_median,aligned_nrmse_std_delta_median,aligned_nrmse_std_delta_ci_low,aligned_nrmse_std_delta_ci_high,aligned_nrmse_std_fraction_worse,anchored_rmse_transfer_median,anchored_rmse_target_diagonal_median,anchored_rmse_delta_median,anchored_rmse_delta_ci_low,anchored_rmse_delta_ci_high,anchored_rmse_fraction_worse
self-supervised,stumpjumper_pod_v2,stumpjumper_pod_v2,same_setup,11,11,11,11,110,4.254045617468605,4.0688219028145,0.22970509934725247,-0.5108164168067253,0.6436901924534295,0.5,0.1956179834925854,0.1912177262090555,0.011672324882935195,-0.0236095161193354,0.028392380494309005,0.5,4.8371739373358436,5.102993139137215,-0.155199786550563,-0.4297983108964365,0.5304530418444164,0.45454545454545453
self-supervised,stumpjumper_pod_v2,tr11_pod_v2,cross_setup,11,6,11,6,66,20.185034294101605,11.3516168356729,10.723238142058023,2.2148558492714425,11.981338534559184,1.0,0.7601506040550812,0.388692536236906,0.36413482518234547,0.11135810286895514,0.45120495750529405,1.0,43.75022298809857,11.883367232280614,32.39063211961808,23.807108066743456,37.522218480942136,1.0
self-supervised,stumpjumper_pod_v2,tr11_2025_pod_v2,cross_setup,11,14,11,14,154,21.394008860444828,7.567898574867897,12.841712126502092,10.793773220304288,15.883547820663997,1.0,0.6509338827140512,0.229990053720943,0.4232710322813159,0.3633916836926065,0.44937833522826964,1.0,26.374950025776435,12.393377417557154,15.57402185621935,8.415827874156493,23.248789973857097,1.0
self-supervised,stumpjumper_pod_v2,slayer_pod_v2,cross_setup,11,7,11,5,77,9.996013825301251,6.892934444646679,3.7585135591652015,0.637716447484804,8.915866754008855,1.0,0.5965059520173237,0.37830759517359924,0.2298312248403273,0.03622030753406946,0.3362207128070296,1.0,27.08021022796379,9.365837826220528,18.273841414450743,4.731342116886511,20.11206292936644,1.0
self-supervised,tr11_pod_v2,stumpjumper_pod_v2,cross_setup,6,11,6,11,66,50.9944915081238,4.0688219028145,47.00201622358765,35.021610146272295,57.53308774371088,1.0,2.3122443022826973,0.1912177262090555,2.1329062631305273,1.622814970699969,2.564580228643742,1.0,93.45216950683586,5.102993139137215,88.34917636769865,59.222554730333385,121.52731665708521,1.0
self-supervised,tr11_pod_v2,tr11_pod_v2,same_setup,6,6,6,6,30,10.190067823393722,11.3516168356729,-0.5111435264203688,-2.5585884724104524,0.7966356596077748,0.43333333333333335,0.3386181299160502,0.388692536236906,-0.01763755956331839,-0.10052997609101494,0.04020598251727647,0.43333333333333335,11.134552834429492,11.883367232280614,-0.150245727330792,-2.579402522927193,0.7596527555199515,0.3333333333333333
self-supervised,tr11_pod_v2,tr11_2025_pod_v2,cross_setup,6,14,6,14,84,9.388140564182772,7.567898574867897,1.7839986401141974,-0.2964579065266989,2.7725606046523947,0.6666666666666666,0.27892184782882723,0.229990053720943,0.04918149522593119,-0.009916406176563947,0.08526851919962176,0.6666666666666666,17.33893096366631,12.393377417557154,3.2503060355266675,-0.5733042236422214,8.421049671638347,0.6309523809523809
self-supervised,tr11_pod_v2,slayer_pod_v2,cross_setup,6,7,6,5,42,10.524845094278092,6.892934444646679,3.983662340206048,-1.0067980167770374,9.58853979608213,0.8,0.5516453440767063,0.37830759517359924,0.21624074608945007,-0.059496979032444774,0.4976919802154437,0.8,11.29165826255738,9.365837826220528,1.9258204363368532,-5.499731125795555,9.65879435716068,0.5666666666666667
self-supervised,tr11_2025_pod_v2,stumpjumper_pod_v2,cross_setup,14,11,14,11,154,35.991160976725126,4.0688219028145,31.341338565279486,28.09711353701462,35.73089050088647,1.0,1.6428436532547621,0.1912177262090555,1.4767733286133211,1.251309102447637,1.6567506569095145,1.0,55.77754191908885,5.102993139137215,50.674548779951635,40.386834613162975,60.13379983241023,1.0
self-supervised,tr11_2025_pod_v2,tr11_pod_v2,cross_setup,14,6,14,6,84,8.968510886772716,11.3516168356729,-1.5031057358648736,-2.9618036315910956,0.058256984989004224,0.2619047619047619,0.31942211051218916,0.388692536236906,-0.06044427669609721,-0.12124300410181195,0.005057741209868575,0.2619047619047619,11.848706028262747,11.883367232280614,1.1977207074378655,-3.0404363466304045,2.340961171201863,0.5714285714285714
self-supervised,tr11_2025_pod_v2,tr11_2025_pod_v2,same_setup,14,14,14,14,182,7.539982164756063,7.567898574867897,0.02293624278951789,-0.8447191822566085,1.2597211544519036,0.5274725274725275,0.23223858952325205,0.229990053720943,0.0008730995715624523,-0.026099509697380043,0.03410368533694405,0.5274725274725275,13.393590171004611,12.393377417557154,0.4666204978882522,-1.2055117124182944,3.317175743065798,0.5164835164835165
self-supervised,tr11_2025_pod_v2,slayer_pod_v2,cross_setup,14,7,14,5,98,7.5049737098150375,6.892934444646679,1.1258821403141601,-3.2826439850288374,4.585130589722594,0.7857142857142857,0.4307537795432791,0.37830759517359924,0.062103139711770575,-0.1864439519029982,0.23799064000108333,0.7857142857142857,9.448778369440621,9.365837826220528,-0.030142102047804986,-8.895436759130037,5.7245144992188255,0.5571428571428572
self-supervised,slayer_pod_v2,stumpjumper_pod_v2,cross_setup,7,11,5,11,77,20.513953541423184,4.0688219028145,16.41001120060327,8.838566651360242,22.384769503316416,1.0,0.9116474057950326,0.1912177262090555,0.7588447956643204,0.4097551991174563,1.042855261517747,1.0,21.253366398350206,5.102993139137215,16.109499614639013,12.494834147004168,25.157458550087092,1.0
self-supervised,slayer_pod_v2,tr11_pod_v2,cross_setup,7,6,5,6,42,10.357760059597247,11.3516168356729,0.4870573457272842,-3.0270059782247127,6.289245774104524,0.6,0.439426814372736,0.388692536236906,0.01653355980267998,-0.1518233988034782,0.2113189024824464,0.6,13.003941449784705,11.883367232280614,0.8973627561820798,-1.4789380189904158,9.963032438092382,0.7333333333333333
self-supervised,slayer_pod_v2,tr11_2025_pod_v2,cross_setup,7,14,5,14,98,7.990716012255675,7.567898574867897,0.6348788606487403,-1.0201437827820818,3.6059231543547767,0.5714285714285714,0.25243775043298117,0.229990053720943,0.017377455881426848,-0.0315311571799437,0.12685838527950866,0.5714285714285714,12.681715999585766,12.393377417557154,0.37381051081503713,-1.7033163881430724,4.221497639612334,0.6428571428571429
self-supervised,slayer_pod_v2,slayer_pod_v2,same_setup,7,7,5,5,38,6.557567165748983,6.892934444646679,0.09475572267849874,-1.9555334900121357,1.7965600867534492,0.5,0.3806602602419705,0.37830759517359924,0.0042734534194536974,-0.11106821014381854,0.09528840369119995,0.5,9.730785358482343,9.365837826220528,-1.040709162915064,-7.723463314501945,6.342096581804148,0.5
oracle-power,stumpjumper_pod_v2,stumpjumper_pod_v2,same_setup,11,11,11,11,110,3.369274940878325,3.0483318956181944,0.31458438261571464,0.11740604448593084,0.5553656315724118,1.0,0.1532188358899911,0.1349277106864069,0.015175545311303405,0.0053911094641849,0.024170610126664497,1.0,3.9648684360788042,3.048331895618195,0.5976351316586677,0.38429827583611,1.6415944607517141,1.0
oracle-power,stumpjumper_pod_v2,tr11_pod_v2,cross_setup,11,6,11,6,66,20.079489295003125,7.865262379225131,12.832018700411698,6.635847449737728,14.836758683780019,1.0,0.7562162493321671,0.273769786082507,0.48248831897208744,0.3314525882728951,0.5037831479643419,1.0,21.787577315807425,7.865262379225131,14.540106721215999,8.730979460334817,16.57132904320712,1.0
