trainer,aligned_nrmse_std_median,aligned_rmse_median,anchored_rmse_median,evaluation_logs,pair_type,train_log
self-supervised,0.16798801745545042,3.415423057352336,5.287740632881939,1,diagonal,log-0046
self-supervised,0.6410084449203467,15.400165210635173,24.796110334811196,37,transfer,log-0046
self-supervised,0.2013845670885595,4.766388035216236,4.905660375845393,1,diagonal,log-0048
self-supervised,0.6480002124777038,15.69852088444685,25.06570689241469,37,transfer,log-0048
self-supervised,0.15280261013071222,3.498101170330463,7.4540473501548075,1,diagonal,log-0049
self-supervised,0.6458141439782693,15.592865428665938,25.069567883574127,37,transfer,log-0049
self-supervised,0.23107156813365154,4.170257815254122,4.494251903522547,1,diagonal,log-0054
self-supervised,0.6323544970994914,15.552923467802016,24.485362463112125,37,transfer,log-0054
self-supervised,0.22034274235411963,5.382585345610914,5.451774516091494,1,diagonal,log-0055
self-supervised,0.6305553704042345,15.631351941898838,24.456672430733725,37,transfer,log-0055
self-supervised,0.1793380391521695,4.065514135449203,5.102993139137215,1,diagonal,log-0056
self-supervised,0.6412425889488421,15.733111249693085,24.82010603216542,37,transfer,log-0056
self-supervised,0.19121772620905556,4.533256787675034,4.533789035350414,1,diagonal,log-0058
self-supervised,0.6318254954300896,15.49732130545846,24.354279804288655,37,transfer,log-0058
self-supervised,0.16469296258607502,4.731795178855475,6.981569215807197,1,diagonal,log-0063
self-supervised,0.6464884880059875,15.494682751526977,25.044096905018698,37,transfer,log-0063
self-supervised,0.14073173533933606,3.045286350983839,6.550269824942255,1,diagonal,log-0071_183
self-supervised,0.6444352206241223,15.832651675480747,25.00071787746969,37,transfer,log-0071_183
self-supervised,0.19413145627109757,4.0688219028145,4.409207756902989,1,diagonal,log-0072_184
self-supervised,0.6466999176446755,15.665397339419192,25.04121666907718,37,transfer,log-0072_184
self-supervised,0.2082555604214852,3.9760594023105926,4.589204504908209,1,diagonal,log-0073_185
self-supervised,0.6287288497729716,15.14943132932169,24.325316929424645,37,transfer,log-0073_185
self-supervised,0.3505461776940813,10.053430618530847,10.821156378779063,1,diagonal,log-0078-valid
self-supervised,0.47269902662367685,11.056595545246871,17.461594027181427,37,transfer,log-0078-valid
self-supervised,0.2557836519638201,6.5361082502406855,7.857600851704375,1,diagonal,log-0079
self-supervised,0.444185891145022,7.851042248504369,13.204384571203747,37,transfer,log-0079
self-supervised,0.4063801494335271,12.600020334504022,15.090633456349131,1,diagonal,log-0080-valid
self-supervised,0.5380744072094911,12.063717612560241,18.402842023746373,37,transfer,log-0080-valid
self-supervised,0.6533018748133623,13.402563455438889,13.561751001874407,1,diagonal,log-0081
self-supervised,0.4205398355383384,10.868829387953937,16.575538351679427,37,transfer,log-0081
self-supervised,0.37100492304028493,10.10321333684178,10.124667311298216,1,diagonal,log-0098
self-supervised,0.4412867649707589,10.563007558949137,17.192254875741135,37,transfer,log-0098
self-supervised,0.6501680684091472,12.88233828909597,12.945578085782165,1,diagonal,log-0099
self-supervised,0.3700369292249748,9.31488428577207,14.27852146058751,37,transfer,log-0099
self-supervised,0.27175255411842597,7.077126550903398,14.036648020232615,1,diagonal,log-0113
self-supervised,0.33230000098546286,8.371012175983648,14.048639265282333,37,transfer,log-0113
self-supervised,0.32847085558335304,7.989758661731865,9.093914257820789,1,diagonal,log-0115
self-supervised,0.44171372914917817,10.111741556155856,16.6663367806693,37,transfer,log-0115
self-supervised,0.2407046273172985,7.787640892571227,10.810920614408442,1,diagonal,log-0116
self-supervised,0.4051961179150555,9.334439289179052,13.910428693475096,37,transfer,log-0116
self-supervised,0.20699204338880792,5.265011795024062,12.906434661713217,1,diagonal,log-0117
self-supervised,0.41993194761707175,9.487086329164978,13.907958290070138,37,transfer,log-0117
self-supervised,0.1793214864509022,6.642625254503985,16.017126659851165,1,diagonal,log-0118
self-supervised,0.31714605013618213,7.664441395224757,12.780509078955646,37,transfer,log-0118
self-supervised,0.1872974756200691,6.740209639669349,7.666574682122205,1,diagonal,log-0119
self-supervised,0.34023660646867765,8.557674419507364,14.341792376667845,37,transfer,log-0119
self-supervised,0.21040006863216618,7.142641729531068,9.750375868741965,1,diagonal,log-0120
self-supervised,0.3972700955839345,7.951161913958628,12.377282987520905,37,transfer,log-0120
self-supervised,0.33303966982555316,11.061570632489909,11.953586780682235,1,diagonal,log-0122
self-supervised,0.4225708645205034,10.478316866369923,15.85044413591057,37,transfer,log-0122
self-supervised,0.249512806432204,8.114340782820275,12.833168054432074,1,diagonal,log-0125
self-supervised,0.32177021499213254,7.391967383604352,11.886366998927588,37,transfer,log-0125
self-supervised,0.19816169345448525,7.3764419114240685,55.084135733603546,1,diagonal,log-0126
self-supervised,0.3123464634631153,7.6238205655036095,14.072811174987343,37,transfer,log-0126
self-supervised,0.2142202490269898,7.759355238311725,12.884932329227837,1,diagonal,log-0127
self-supervised,0.36347857252554444,8.843620871464243,15.276305188767248,37,transfer,log-0127
self-supervised,0.27761676122774026,8.937240777893354,11.455410364114805,1,diagonal,log-0129
self-supervised,0.3882671441528629,9.914383584719104,15.930372450429118,37,transfer,log-0129
self-supervised,0.336116770128757,11.227171541581153,18.84929659788856,1,diagonal,log-0132
self-supervised,0.44781742323021867,11.067584901601846,15.971575988228834,37,transfer,log-0132
self-supervised,0.21927548012458759,6.5732634325547625,10.54419692240665,1,diagonal,log-0133
self-supervised,0.3206947616108575,7.926048578115311,14.205645163897394,37,transfer,log-0133
self-supervised,0.5007837440032037,8.81709880247342,14.573483019027663,1,diagonal,log-0145-filtered-c01
self-supervised,0.39184859369772385,9.162137002933102,14.502818382301514,37,transfer,log-0145-filtered-c01
self-supervised,0.5275579292424522,8.420163269842252,12.859676429203473,1,diagonal,log-0147-filtered-c01
self-supervised,0.33183706365191523,7.2882891313851745,12.802965069596455,37,transfer,log-0147-filtered-c01
self-supervised,0.328294839892417,5.7660389469318485,5.871999223237585,1,diagonal,log-0147-filtered-c02
self-supervised,0.393899865585423,8.3625505839661,15.245548480288207,37,transfer,log-0147-filtered-c02
self-supervised,0.35777691558970925,6.892934444646679,7.001896298436698,1,diagonal,log-0151-filtered-c01
self-supervised,0.37253424032314414,7.789633625165371,14.814661190378073,37,transfer,log-0151-filtered-c01
self-supervised,0.32970269864307045,5.933560375728755,6.501561252068432,1,diagonal,log-0152-filtered-c01
self-supervised,0.3834604182489501,8.242156312671929,12.740740659075147,37,transfer,log-0152-filtered-c01
self-supervised,0.4269124917041281,6.018856233425292,10.517929633650994,1,diagonal,log-0152-filtered-c02
self-supervised,0.3969366040879204,12.358001719647966,16.947167780362815,37,transfer,log-0152-filtered-c02
self-supervised,0.1857890428325412,4.92673499029935,13.429934110926832,1,diagonal,log-0155-filtered-c01
self-supervised,0.3882036208344123,12.434012440474614,16.664489379890092,37,transfer,log-0155-filtered-c01
oracle-power,0.11801648322804573,2.399434341033261,2.3994343410332615,1,diagonal,log-0046
oracle-power,0.6131731204587972,15.227760092538205,20.53835053056559,37,transfer,log-0046
oracle-power,0.15119924056267695,3.5785972161154036,3.5785972161154036,1,diagonal,log-0048
oracle-power,0.6314846553417836,15.516406334876695,21.586903610542805,37,transfer,log-0048
oracle-power,0.1331559744886277,3.0483318956181944,3.048331895618195,1,diagonal,log-0049
oracle-power,0.6397841492584553,15.723128162001245,21.498259513526012,37,transfer,log-0049
oracle-power,0.15678444121376758,2.829562920972559,2.8295629211509477,1,diagonal,log-0054
oracle-power,0.6215685604236556,15.427970184692958,19.907486574960377,37,transfer,log-0054
oracle-power,0.14374019594046816,3.5113199735028164,3.5113199735028164,1,diagonal,log-0055
oracle-power,0.6313042075144725,15.592581675477186,20.330778832992138,37,transfer,log-0055
oracle-power,0.15582627021962459,3.532512718702529,3.532512718702529,1,diagonal,log-0056
oracle-power,0.6406436316157963,15.764564799752455,20.832019540665268,37,transfer,log-0056
oracle-power,0.14156435282193838,3.356109164383967,3.356109164383967,1,diagonal,log-0058
oracle-power,0.6068239534811936,15.079950732273087,20.80589875729349,37,transfer,log-0058
oracle-power,0.13492771068640697,3.87660942456037,3.87660942456037,1,diagonal,log-0063
oracle-power,0.6176407014706967,15.068092466302453,21.29708779519649,37,transfer,log-0063
oracle-power,0.11939048887949225,2.58348428195912,2.58348428195912,1,diagonal,log-0071_183
oracle-power,0.6278888268741277,15.566149047734019,18.874513310420557,37,transfer,log-0071_183
oracle-power,0.12341983699649745,2.586769530600323,2.5867695306003227,1,diagonal,log-0072_184
