trial_id,pipeline,log,repeat,duration_s,trainer,cache_fingerprint,center_s,experiment,source_run_fingerprint,source_trial_id,start_s,stop_s,time_basis
26b8b94bb96dfdc8,front,log-0046,0,5.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,27560ff01604e420,186.03424651313014,191.03424651313014,active
578f74cb2e58ea50,front,log-0046,0,10.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,38aeda6dc050b576,183.53424651313014,193.53424651313014,active
606674b7210845e0,front,log-0046,0,20.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,05ee9b22d7ee6c63,178.53424651313014,198.53424651313014,active
e018c51f074b9de6,front,log-0046,0,40.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,85d72cdbec691071,168.53424651313014,208.53424651313014,active
9ee73425d8e60b2c,front,log-0046,0,120.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,188.53424651313014,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,92996a708467cece,128.53424651313014,248.53424651313014,active
59df1236a920eb94,front,log-0046,1,5.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,63.3127398897505,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,7b5770204ea7ff59,60.8127398897505,65.8127398897505,active
dce24c36211bd73e,front,log-0046,1,10.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,63.3127398897505,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,96741428e1cab032,58.3127398897505,68.3127398897505,active
bfbca3739f45fcad,front,log-0046,1,20.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,63.3127398897505,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,cbde1076118673f6,53.3127398897505,73.3127398897505,active
b1d8b075c1e0e5b7,front,log-0046,1,40.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,63.3127398897505,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,78cbb5006dc9cb38,43.3127398897505,83.3127398897505,active
2b01fb7935f3d222,front,log-0046,1,120.0,self-supervised,58e373396f836700192dfa2fecb334bfa93af94ee8e7ff324185bd85f7bfe658,63.3127398897505,solver-window-front-phase2,5bea0f2a1a0f8859fae10f0677c4124e757b551e54e1576787804c52f37e14c2,e87a69fa749fab61,3.312739889750503,123.3127398897505,active
