duration_s,evaluation_scope,aligned_mse_improvement_vs_mag_median,aligned_nrmse_std_median,aligned_rmse_median,anchored_rmse_median,bin0_fixed_mean_error_median,bin0_fixed_rmse_median,bin0_fixed_rmse_mse_improvement_vs_mag_median,fixed_aligned_rmse_median,n_logs,n_trials,stage
10.0,training_window,1.0968344108502386,0.17053630055582647,3.5056573345794577,8.123964917930682,2.2969756100285768,5.097471554530637,4.2654107399610055,3.5459681897368895,11,44,nuisance_corrected_mag
10.0,common_core,-1.139212157460607,0.17993912114997995,3.521813294833243,8.083688542499715,1.8724075332661438,5.045680656639377,2.4990309058349087,3.666313209297102,11,44,solved
10.0,full_log,2.735198162025476,0.18875596677994533,4.1700350790484855,8.326010847664929,4.0695493023068945,6.61467632031604,12.037302497620038,4.1700350790484855,11,44,solved
10.0,full_log_excluding_training,2.4017980571753714,0.18884938227658205,4.177486747309152,8.338020773813692,4.175514960841717,6.588675297999245,12.058378073847168,4.177577984257008,11,44,solved
10.0,training_window,-0.46823251183043446,0.1806281859057217,3.6030538832890215,8.186178622306542,2.0941476195296254,5.307811239000111,0.7417234858554971,3.648954471507091,11,44,solved
20.0,common_core,nan,0.17372700072496766,3.3560347674203905,8.966591087566137,-1.1242101997412735,6.2382408435538625,nan,3.672277115133908,11,44,mag_model
20.0,full_log,nan,0.18955458879023498,4.728350743562894,9.274380028672631,0.9464554848901727,7.767871930827189,nan,4.728350743562894,11,44,mag_model
20.0,full_log_excluding_training,nan,0.18605520857571728,4.781502816451772,9.336189554695755,0.9038685851284032,7.508342153107173,nan,4.781924059260372,11,44,mag_model
20.0,training_window,nan,0.1847349272726344,3.826985580212036,8.38482845218131,0.687246874397347,7.082110866792333,nan,4.199282775202229,11,44,mag_model
20.0,common_core,0.061569463957491966,0.16272641793132608,3.0653879394850407,7.93980422730726,1.5954257298970351,4.87730889430507,2.942114981742759,3.204067147897786,11,44,fusion1
20.0,full_log,0.37114056640928617,0.18246971716370436,3.9440164620163127,8.242378299348285,2.2236763241659725,7.497485024855461,2.7238535363561667,3.9440164620163127,11,44,fusion1
20.0,full_log_excluding_training,0.33214594611722337,0.1806790923345007,3.968194824909139,8.23806538792821,2.164158083012218,7.429626641398831,3.02072847393058,3.9685496947732073,11,44,fusion1
20.0,training_window,0.028219429139610952,0.17457734938310765,3.515414262856339,8.088100180350075,2.437867356963442,5.573804102620825,5.033242842723432,3.585426549223887,11,44,fusion1
20.0,common_core,1.0202905461403504,0.15691581403605787,2.8854614760221136,8.408087376425353,0.828935416369016,4.346345997279112,9.803853954464337,3.220187280140353,11,44,nuisance_delta_lifted
20.0,full_log,3.5699812515054554,0.1738993493777899,3.609820693975905,8.026552988494998,1.480823642157863,6.449801352291178,17.89531436352294,3.609820693975905,11,44,nuisance_delta_lifted
