aligned_nrmse_std_log_median,aligned_rmse_log_median,anchored_rmse_log_median,duration_s,evaluation_scope,failure_rate,fixed_aligned_rmse_log_median,n_logs,prediction_to_travel_std_log_median,run,trainer,training_observations_log_median,travel_range_log_median,travel_std_log_median
0.17396121209568977,3.9964105791746283,7.823444496527905,60.0,full_log_excluding_training,0.0,3.9993353041544215,11.0,1.0269836692228616,random-window-front-v1,self-supervised,88.5,148.7314640450589,22.513578517151423
0.17323603675619892,3.6747371567486677,7.600672246487878,60.0,training_window,0.0,3.920728718302045,11.0,1.0161317021383631,random-window-front-v1,self-supervised,88.5,136.14620959402913,20.87511092084815
0.3160476565986364,6.745691579823218,7.657119807957242,1.0,full_log,0.0,6.745691579823218,24.0,1.0154831809063043,random-window-front-v2,oracle-power,98.0,157.4201158688699,22.68625101314575
0.10943328213622502,1.9321326346557464,1.9321326346557546,1.0,training_window,0.0,3.8222630422851145,24.0,0.993993765012922,random-window-front-v2,oracle-power,98.0,65.55779552652982,16.081951208704485
0.19256499855126238,4.338537346863065,4.587791721863768,10.0,full_log,0.0,4.338537346863065,24.0,0.9732291860871555,random-window-front-v2,oracle-power,976.0,157.4201158688699,22.68625101314575
0.140713738120615,2.7450920898969744,2.7450920898969757,10.0,training_window,0.0,3.410998439379741,24.0,0.9900381418673276,random-window-front-v2,oracle-power,976.0,111.45329226683393,21.136985804842617
0.23574679097993712,5.318059856401556,5.550214427352701,2.0,full_log,0.0,5.318059856401556,24.0,1.0037980142506284,random-window-front-v2,oracle-power,195.5,157.4201158688699,22.68625101314575
0.11047025381694847,2.405514854362493,2.405514854362522,2.0,training_window,0.0,3.3458429431897976,24.0,0.9938740362130716,random-window-front-v2,oracle-power,195.5,86.232972600007,18.34715504124508
0.18295806981621682,4.292957014467994,4.419982754369142,40.0,full_log,0.0,4.292957014467994,24.0,0.9829668564451801,random-window-front-v2,oracle-power,3904.0,157.4201158688699,22.68625101314575
0.15367500773828638,3.1688011593283334,3.1688011593292726,40.0,training_window,0.0,3.554423483401501,24.0,0.9881125485955293,random-window-front-v2,oracle-power,3904.0,135.6864221730401,21.38110334939152
0.21331145066934937,4.543924692552036,5.011021138844008,5.0,full_log,0.0,4.543924692552036,24.0,0.988517865701522,random-window-front-v2,oracle-power,488.0,157.4201158688699,22.68625101314575
0.13172623056053517,2.6597144044315812,2.659714404431659,5.0,training_window,0.0,3.4516387737691274,24.0,0.9912704338593394,random-window-front-v2,oracle-power,488.0,97.21514766053053,19.773594084601456
0.3630420561096357,8.593675040689352,13.849746668223592,1.0,full_log,0.16666666666666666,8.593675040689352,24.0,0.9073473763689717,random-window-front-v2,self-supervised,2.0,157.4201158688699,22.68625101314575
0.25838771387478543,4.698493201559899,13.368955219404159,1.0,training_window,0.16666666666666666,6.092168180633319,24.0,0.958340752302568,random-window-front-v2,self-supervised,2.0,66.83604829306194,17.74711324643615
0.22150407563713093,5.14668829671831,9.613145457971715,10.0,full_log,0.0,5.14668829671831,24.0,0.9134901653158773,random-window-front-v2,self-supervised,37.5,157.4201158688699,22.68625101314575
0.19843005537936018,3.7382975272595296,9.1622670724507,10.0,training_window,0.0,4.213093205883013,24.0,0.9314550646071893,random-window-front-v2,self-supervised,37.5,111.45329226683393,21.136985804842617
0.28562773344453896,6.803953598016374,11.327010420394313,2.0,full_log,0.041666666666666664,6.803953598016374,24.0,0.913795987804912,random-window-front-v2,self-supervised,5.0,157.4201158688699,22.68625101314575
