duration_s,metric,n_logs,rmse_mm,run,trainer,travel_bin
40.0,fixed_aligned_rmse,11,2.3411454345475216,random-window-front-v1,oracle-power,90-120
40.0,anchored_rmse,11,2.326695904131374,random-window-front-v1,oracle-power,90-120
40.0,local_aligned_rmse,9,3.3521966420077773,random-window-front-v1,oracle-power,120-150
40.0,fixed_aligned_rmse,9,4.355768303970002,random-window-front-v1,oracle-power,120-150
40.0,anchored_rmse,9,3.3521971866896636,random-window-front-v1,oracle-power,120-150
5.0,local_aligned_rmse,11,2.9792629459115636,random-window-front-v1,oracle-power,0-30
5.0,fixed_aligned_rmse,11,3.2962522847987277,random-window-front-v1,oracle-power,0-30
5.0,anchored_rmse,11,2.9792629460626436,random-window-front-v1,oracle-power,0-30
5.0,local_aligned_rmse,11,1.9786656066932933,random-window-front-v1,oracle-power,30-60
5.0,fixed_aligned_rmse,11,2.2238368417231946,random-window-front-v1,oracle-power,30-60
5.0,anchored_rmse,11,1.9786655959633075,random-window-front-v1,oracle-power,30-60
5.0,local_aligned_rmse,11,1.7650906819697758,random-window-front-v1,oracle-power,60-90
5.0,fixed_aligned_rmse,11,2.0754253638914104,random-window-front-v1,oracle-power,60-90
5.0,anchored_rmse,11,1.7650906819389307,random-window-front-v1,oracle-power,60-90
5.0,local_aligned_rmse,11,1.8071419495306709,random-window-front-v1,oracle-power,90-120
5.0,fixed_aligned_rmse,11,2.2619854329523115,random-window-front-v1,oracle-power,90-120
5.0,anchored_rmse,11,1.8071422800726988,random-window-front-v1,oracle-power,90-120
5.0,local_aligned_rmse,0,nan,random-window-front-v1,oracle-power,120-150
5.0,fixed_aligned_rmse,0,nan,random-window-front-v1,oracle-power,120-150
5.0,anchored_rmse,0,nan,random-window-front-v1,oracle-power,120-150
60.0,local_aligned_rmse,11,4.4147052984718655,random-window-front-v1,oracle-power,0-30
60.0,fixed_aligned_rmse,11,4.425656637010561,random-window-front-v1,oracle-power,0-30
60.0,anchored_rmse,11,4.414705298591475,random-window-front-v1,oracle-power,0-30
60.0,local_aligned_rmse,11,2.314901402405726,random-window-front-v1,oracle-power,30-60
60.0,fixed_aligned_rmse,11,2.3361797520066734,random-window-front-v1,oracle-power,30-60
60.0,anchored_rmse,11,2.314901439146344,random-window-front-v1,oracle-power,30-60
60.0,local_aligned_rmse,11,1.9233378443317197,random-window-front-v1,oracle-power,60-90
60.0,fixed_aligned_rmse,11,1.9942370327349952,random-window-front-v1,oracle-power,60-90
60.0,anchored_rmse,11,1.9233378443244284,random-window-front-v1,oracle-power,60-90
60.0,local_aligned_rmse,11,2.318612512875639,random-window-front-v1,oracle-power,90-120
60.0,fixed_aligned_rmse,11,2.4342986411043643,random-window-front-v1,oracle-power,90-120
60.0,anchored_rmse,11,2.3186125128800215,random-window-front-v1,oracle-power,90-120
60.0,local_aligned_rmse,10,4.615484554276851,random-window-front-v1,oracle-power,120-150
60.0,fixed_aligned_rmse,10,4.64865316190674,random-window-front-v1,oracle-power,120-150
60.0,anchored_rmse,10,4.6154845542942855,random-window-front-v1,oracle-power,120-150
10.0,local_aligned_rmse,11,5.422954584071016,random-window-front-v1,self-supervised,0-30
10.0,fixed_aligned_rmse,11,5.314339890227616,random-window-front-v1,self-supervised,0-30
10.0,anchored_rmse,11,7.428060147782439,random-window-front-v1,self-supervised,0-30
10.0,local_aligned_rmse,11,2.7511588375641383,random-window-front-v1,self-supervised,30-60
10.0,fixed_aligned_rmse,11,2.7851115115124623,random-window-front-v1,self-supervised,30-60
10.0,anchored_rmse,11,6.4746038901130785,random-window-front-v1,self-supervised,30-60
10.0,local_aligned_rmse,11,2.9476569610776533,random-window-front-v1,self-supervised,60-90
10.0,fixed_aligned_rmse,11,3.0832653198351636,random-window-front-v1,self-supervised,60-90
10.0,anchored_rmse,11,9.264978003943767,random-window-front-v1,self-supervised,60-90
10.0,local_aligned_rmse,11,5.238516956795538,random-window-front-v1,self-supervised,90-120
10.0,fixed_aligned_rmse,11,5.532431119757767,random-window-front-v1,self-supervised,90-120
10.0,anchored_rmse,11,8.391204899926093,random-window-front-v1,self-supervised,90-120
10.0,local_aligned_rmse,1,7.982377292093923,random-window-front-v1,self-supervised,120-150
10.0,fixed_aligned_rmse,1,7.019996227599395,random-window-front-v1,self-supervised,120-150
10.0,anchored_rmse,1,3.1995828170673186,random-window-front-v1,self-supervised,120-150
120.0,local_aligned_rmse,11,7.962112544757378,random-window-front-v1,self-supervised,0-30
120.0,fixed_aligned_rmse,11,8.03930777517908,random-window-front-v1,self-supervised,0-30
120.0,anchored_rmse,11,12.311794092963297,random-window-front-v1,self-supervised,0-30
120.0,local_aligned_rmse,11,3.3513660322267373,random-window-front-v1,self-supervised,30-60
120.0,fixed_aligned_rmse,11,3.4293807526501956,random-window-front-v1,self-supervised,30-60
120.0,anchored_rmse,11,6.103273308913806,random-window-front-v1,self-supervised,30-60
120.0,local_aligned_rmse,11,1.942228514368367,random-window-front-v1,self-supervised,60-90
120.0,fixed_aligned_rmse,11,1.9972136533939864,random-window-front-v1,self-supervised,60-90
120.0,anchored_rmse,11,6.975278267827999,random-window-front-v1,self-supervised,60-90
120.0,local_aligned_rmse,11,2.73052896254658,random-window-front-v1,self-supervised,90-120
120.0,fixed_aligned_rmse,11,2.8337811265544075,random-window-front-v1,self-supervised,90-120
120.0,anchored_rmse,11,6.9882300291608,random-window-front-v1,self-supervised,90-120
120.0,local_aligned_rmse,10,4.572593474236413,random-window-front-v1,self-supervised,120-150
120.0,fixed_aligned_rmse,10,4.6142914317482,random-window-front-v1,self-supervised,120-150
120.0,anchored_rmse,10,7.190640162266982,random-window-front-v1,self-supervised,120-150
20.0,local_aligned_rmse,11,6.333770993603999,random-window-front-v1,self-supervised,0-30
20.0,fixed_aligned_rmse,11,6.291462048828818,random-window-front-v1,self-supervised,0-30
20.0,anchored_rmse,11,8.723634508916117,random-window-front-v1,self-supervised,0-30
20.0,local_aligned_rmse,11,2.646471135595852,random-window-front-v1,self-supervised,30-60
20.0,fixed_aligned_rmse,11,2.6809518285346843,random-window-front-v1,self-supervised,30-60
20.0,anchored_rmse,11,7.152564189529501,random-window-front-v1,self-supervised,30-60
20.0,local_aligned_rmse,11,2.5136640382069735,random-window-front-v1,self-supervised,60-90
20.0,fixed_aligned_rmse,11,2.5974580825074587,random-window-front-v1,self-supervised,60-90
20.0,anchored_rmse,11,9.208163951277907,random-window-front-v1,self-supervised,60-90
20.0,local_aligned_rmse,11,4.509001868002448,random-window-front-v1,self-supervised,90-120
20.0,fixed_aligned_rmse,11,4.564840040370629,random-window-front-v1,self-supervised,90-120
20.0,anchored_rmse,11,8.657685158540964,random-window-front-v1,self-supervised,90-120
20.0,local_aligned_rmse,3,6.662182659715888,random-window-front-v1,self-supervised,120-150
20.0,fixed_aligned_rmse,3,5.97446409362194,random-window-front-v1,self-supervised,120-150
20.0,anchored_rmse,3,4.264790869211163,random-window-front-v1,self-supervised,120-150
40.0,local_aligned_rmse,11,6.987080836136195,random-window-front-v1,self-supervised,0-30
40.0,fixed_aligned_rmse,11,6.888580003336067,random-window-front-v1,self-supervised,0-30
40.0,anchored_rmse,11,10.186696240681247,random-window-front-v1,self-supervised,0-30
40.0,local_aligned_rmse,11,3.0076132929831587,random-window-front-v1,self-supervised,30-60
40.0,fixed_aligned_rmse,11,2.9042293083855597,random-window-front-v1,self-supervised,30-60
40.0,anchored_rmse,11,5.445908716659833,random-window-front-v1,self-supervised,30-60
40.0,local_aligned_rmse,11,2.0204780866961,random-window-front-v1,self-supervised,60-90
40.0,fixed_aligned_rmse,11,2.1370955546458266,random-window-front-v1,self-supervised,60-90
40.0,anchored_rmse,11,7.051232592597897,random-window-front-v1,self-supervised,60-90
40.0,local_aligned_rmse,11,3.403025290023878,random-window-front-v1,self-supervised,90-120
40.0,fixed_aligned_rmse,11,3.568899518560266,random-window-front-v1,self-supervised,90-120
40.0,anchored_rmse,11,7.25569898224284,random-window-front-v1,self-supervised,90-120
40.0,local_aligned_rmse,9,5.430293423056278,random-window-front-v1,self-supervised,120-150
40.0,fixed_aligned_rmse,9,5.341203240265835,random-window-front-v1,self-supervised,120-150
40.0,anchored_rmse,9,7.306707421351243,random-window-front-v1,self-supervised,120-150
5.0,local_aligned_rmse,11,5.020661664862614,random-window-front-v1,self-supervised,0-30
5.0,fixed_aligned_rmse,11,5.382422196886518,random-window-front-v1,self-supervised,0-30
5.0,anchored_rmse,11,8.439875399963649,random-window-front-v1,self-supervised,0-30
5.0,local_aligned_rmse,11,2.837519942547276,random-window-front-v1,self-supervised,30-60
5.0,fixed_aligned_rmse,11,2.997165842519646,random-window-front-v1,self-supervised,30-60
5.0,anchored_rmse,11,6.908806781983998,random-window-front-v1,self-supervised,30-60
5.0,local_aligned_rmse,11,2.8105366014395825,random-window-front-v1,self-supervised,60-90
5.0,fixed_aligned_rmse,11,3.1869650639532567,random-window-front-v1,self-supervised,60-90
5.0,anchored_rmse,11,9.50371212421357,random-window-front-v1,self-supervised,60-90
5.0,local_aligned_rmse,11,5.407523206694619,random-window-front-v1,self-supervised,90-120
5.0,fixed_aligned_rmse,11,6.002598650204102,random-window-front-v1,self-supervised,90-120
5.0,anchored_rmse,11,10.508106546380933,random-window-front-v1,self-supervised,90-120
5.0,local_aligned_rmse,0,nan,random-window-front-v1,self-supervised,120-150
5.0,fixed_aligned_rmse,0,nan,random-window-front-v1,self-supervised,120-150
5.0,anchored_rmse,0,nan,random-window-front-v1,self-supervised,120-150
60.0,local_aligned_rmse,11,6.8840737226581,random-window-front-v1,self-supervised,0-30
60.0,fixed_aligned_rmse,11,7.079192889208077,random-window-front-v1,self-supervised,0-30
60.0,anchored_rmse,11,10.76934765611356,random-window-front-v1,self-supervised,0-30
60.0,local_aligned_rmse,11,3.179199772653992,random-window-front-v1,self-supervised,30-60
60.0,fixed_aligned_rmse,11,3.5964376646427225,random-window-front-v1,self-supervised,30-60
60.0,anchored_rmse,11,5.806877155947509,random-window-front-v1,self-supervised,30-60
60.0,local_aligned_rmse,11,2.038956687996516,random-window-front-v1,self-supervised,60-90
60.0,fixed_aligned_rmse,11,2.233470314233541,random-window-front-v1,self-supervised,60-90
60.0,anchored_rmse,11,7.391585193602585,random-window-front-v1,self-supervised,60-90
60.0,local_aligned_rmse,11,3.1021631075549196,random-window-front-v1,self-supervised,90-120
60.0,fixed_aligned_rmse,11,3.290736344928294,random-window-front-v1,self-supervised,90-120
60.0,anchored_rmse,11,7.556131196163895,random-window-front-v1,self-supervised,90-120
60.0,local_aligned_rmse,10,4.4962258304663845,random-window-front-v1,self-supervised,120-150
60.0,fixed_aligned_rmse,10,4.557675818453065,random-window-front-v1,self-supervised,120-150
60.0,anchored_rmse,10,8.47434296025301,random-window-front-v1,self-supervised,120-150
1.0,local_aligned_rmse,19,2.3832757207544306,random-window-front-v2,oracle-power,0-30
1.0,fixed_aligned_rmse,19,6.442994520762089,random-window-front-v2,oracle-power,0-30
1.0,anchored_rmse,19,2.383273381664558,random-window-front-v2,oracle-power,0-30
1.0,local_aligned_rmse,24,1.9192039749653478,random-window-front-v2,oracle-power,30-60
1.0,fixed_aligned_rmse,24,3.673478819491728,random-window-front-v2,oracle-power,30-60
1.0,anchored_rmse,24,1.9192040285824337,random-window-front-v2,oracle-power,30-60
1.0,local_aligned_rmse,23,1.8658217275535758,random-window-front-v2,oracle-power,60-90
1.0,fixed_aligned_rmse,23,3.4309079221092276,random-window-front-v2,oracle-power,60-90
1.0,anchored_rmse,23,1.865821727464347,random-window-front-v2,oracle-power,60-90
1.0,local_aligned_rmse,6,1.8130490769915786,random-window-front-v2,oracle-power,90-120
1.0,fixed_aligned_rmse,6,3.8073666807988875,random-window-front-v2,oracle-power,90-120
1.0,anchored_rmse,6,1.8130497493133964,random-window-front-v2,oracle-power,90-120
1.0,local_aligned_rmse,0,nan,random-window-front-v2,oracle-power,120-150
1.0,fixed_aligned_rmse,0,nan,random-window-front-v2,oracle-power,120-150
1.0,anchored_rmse,0,nan,random-window-front-v2,oracle-power,120-150
10.0,local_aligned_rmse,24,4.855445950788661,random-window-front-v2,oracle-power,0-30
10.0,fixed_aligned_rmse,24,5.034604551594647,random-window-front-v2,oracle-power,0-30
10.0,anchored_rmse,24,4.855445950539521,random-window-front-v2,oracle-power,0-30
10.0,local_aligned_rmse,24,2.444242246664954,random-window-front-v2,oracle-power,30-60
10.0,fixed_aligned_rmse,24,3.1493654077164908,random-window-front-v2,oracle-power,30-60
10.0,anchored_rmse,24,2.4442422465031513,random-window-front-v2,oracle-power,30-60
10.0,local_aligned_rmse,24,2.162456798101311,random-window-front-v2,oracle-power,60-90
10.0,fixed_aligned_rmse,24,2.8519139200407855,random-window-front-v2,oracle-power,60-90
10.0,anchored_rmse,24,2.162456833054167,random-window-front-v2,oracle-power,60-90
10.0,local_aligned_rmse,24,3.142629111093192,random-window-front-v2,oracle-power,90-120
10.0,fixed_aligned_rmse,24,3.5982799596362263,random-window-front-v2,oracle-power,90-120
10.0,anchored_rmse,24,3.1426290986975545,random-window-front-v2,oracle-power,90-120
10.0,local_aligned_rmse,7,3.6154356209885687,random-window-front-v2,oracle-power,120-150
10.0,fixed_aligned_rmse,7,4.554849199194057,random-window-front-v2,oracle-power,120-150
10.0,anchored_rmse,7,3.6154356215137193,random-window-front-v2,oracle-power,120-150
2.0,local_aligned_rmse,23,2.812698632563362,random-window-front-v2,oracle-power,0-30
2.0,fixed_aligned_rmse,23,4.40222949434602,random-window-front-v2,oracle-power,0-30
2.0,anchored_rmse,23,2.812698632179341,random-window-front-v2,oracle-power,0-30
2.0,local_aligned_rmse,24,2.1261537856301946,random-window-front-v2,oracle-power,30-60
2.0,fixed_aligned_rmse,24,3.2764246400446178,random-window-front-v2,oracle-power,30-60
2.0,anchored_rmse,24,2.1261529563851997,random-window-front-v2,oracle-power,30-60
2.0,local_aligned_rmse,24,2.1956634186666832,random-window-front-v2,oracle-power,60-90
2.0,fixed_aligned_rmse,24,3.231604690386262,random-window-front-v2,oracle-power,60-90
2.0,anchored_rmse,24,2.195663785865375,random-window-front-v2,oracle-power,60-90
2.0,local_aligned_rmse,13,2.188878242065371,random-window-front-v2,oracle-power,90-120
2.0,fixed_aligned_rmse,13,4.09071062916257,random-window-front-v2,oracle-power,90-120
2.0,anchored_rmse,13,2.18887824627502,random-window-front-v2,oracle-power,90-120
2.0,local_aligned_rmse,1,1.787034341428944,random-window-front-v2,oracle-power,120-150
2.0,fixed_aligned_rmse,1,8.484374007043645,random-window-front-v2,oracle-power,120-150
2.0,anchored_rmse,1,1.78703434143304,random-window-front-v2,oracle-power,120-150
40.0,local_aligned_rmse,24,6.00661895238113,random-window-front-v2,oracle-power,0-30
40.0,fixed_aligned_rmse,24,6.210447749119442,random-window-front-v2,oracle-power,0-30
40.0,anchored_rmse,24,6.006618952365592,random-window-front-v2,oracle-power,0-30
40.0,local_aligned_rmse,24,2.4824607704524206,random-window-front-v2,oracle-power,30-60
40.0,fixed_aligned_rmse,24,2.9328928531313982,random-window-front-v2,oracle-power,30-60
40.0,anchored_rmse,24,2.4824599147297604,random-window-front-v2,oracle-power,30-60
40.0,local_aligned_rmse,24,2.347605218228713,random-window-front-v2,oracle-power,60-90
40.0,fixed_aligned_rmse,24,2.4176947377323574,random-window-front-v2,oracle-power,60-90
40.0,anchored_rmse,24,2.3476052104972025,random-window-front-v2,oracle-power,60-90
40.0,local_aligned_rmse,24,2.8886659381451385,random-window-front-v2,oracle-power,90-120
40.0,fixed_aligned_rmse,24,3.2450139860938374,random-window-front-v2,oracle-power,90-120
40.0,anchored_rmse,24,2.888665663480932,random-window-front-v2,oracle-power,90-120
40.0,local_aligned_rmse,18,4.8707082315073515,random-window-front-v2,oracle-power,120-150
40.0,fixed_aligned_rmse,18,5.107770222054389,random-window-front-v2,oracle-power,120-150
40.0,anchored_rmse,18,4.870708525059011,random-window-front-v2,oracle-power,120-150
5.0,local_aligned_rmse,24,4.051141875774042,random-window-front-v2,oracle-power,0-30
5.0,fixed_aligned_rmse,24,4.1982474298758365,random-window-front-v2,oracle-power,0-30
5.0,anchored_rmse,24,4.051141872139157,random-window-front-v2,oracle-power,0-30
5.0,local_aligned_rmse,24,2.3735108120770185,random-window-front-v2,oracle-power,30-60
5.0,fixed_aligned_rmse,24,3.0488729249290163,random-window-front-v2,oracle-power,30-60
5.0,anchored_rmse,24,2.3735107120052943,random-window-front-v2,oracle-power,30-60
5.0,local_aligned_rmse,24,2.182886325646629,random-window-front-v2,oracle-power,60-90
5.0,fixed_aligned_rmse,24,2.9040296294136922,random-window-front-v2,oracle-power,60-90
5.0,anchored_rmse,24,2.1828859850669566,random-window-front-v2,oracle-power,60-90
5.0,local_aligned_rmse,21,2.4256908155110066,random-window-front-v2,oracle-power,90-120
5.0,fixed_aligned_rmse,21,3.6208332522957827,random-window-front-v2,oracle-power,90-120
5.0,anchored_rmse,21,2.4256908115877316,random-window-front-v2,oracle-power,90-120
5.0,local_aligned_rmse,6,2.8162561953525165,random-window-front-v2,oracle-power,120-150
5.0,fixed_aligned_rmse,6,4.903418470379975,random-window-front-v2,oracle-power,120-150
5.0,anchored_rmse,6,2.8162540001207255,random-window-front-v2,oracle-power,120-150
1.0,local_aligned_rmse,16,7.646603655788503,random-window-front-v2,self-supervised,0-30
1.0,fixed_aligned_rmse,16,8.256828417113592,random-window-front-v2,self-supervised,0-30
1.0,anchored_rmse,16,12.884217764738539,random-window-front-v2,self-supervised,0-30
1.0,local_aligned_rmse,24,3.7918022569416543,random-window-front-v2,self-supervised,30-60
1.0,fixed_aligned_rmse,24,4.9978532586673925,random-window-front-v2,self-supervised,30-60
1.0,anchored_rmse,24,12.318726210722636,random-window-front-v2,self-supervised,30-60
1.0,local_aligned_rmse,22,3.9585697854559805,random-window-front-v2,self-supervised,60-90
1.0,fixed_aligned_rmse,22,5.756147305559063,random-window-front-v2,self-supervised,60-90
1.0,anchored_rmse,22,12.708658066909766,random-window-front-v2,self-supervised,60-90
1.0,local_aligned_rmse,5,8.39106778753687,random-window-front-v2,self-supervised,90-120
1.0,fixed_aligned_rmse,5,9.379496786907222,random-window-front-v2,self-supervised,90-120
1.0,anchored_rmse,5,16.41830745958124,random-window-front-v2,self-supervised,90-120
1.0,local_aligned_rmse,0,nan,random-window-front-v2,self-supervised,120-150
1.0,fixed_aligned_rmse,0,nan,random-window-front-v2,self-supervised,120-150
1.0,anchored_rmse,0,nan,random-window-front-v2,self-supervised,120-150
10.0,local_aligned_rmse,24,6.021261564817452,random-window-front-v2,self-supervised,0-30
10.0,fixed_aligned_rmse,24,6.050244303720884,random-window-front-v2,self-supervised,0-30
10.0,anchored_rmse,24,8.646202857657453,random-window-front-v2,self-supervised,0-30
10.0,local_aligned_rmse,24,3.2811805210048175,random-window-front-v2,self-supervised,30-60
10.0,fixed_aligned_rmse,24,3.3490522106821494,random-window-front-v2,self-supervised,30-60
10.0,anchored_rmse,24,8.318488670284466,random-window-front-v2,self-supervised,30-60
10.0,local_aligned_rmse,24,3.122503622254291,random-window-front-v2,self-supervised,60-90
10.0,fixed_aligned_rmse,24,3.2029330974147854,random-window-front-v2,self-supervised,60-90
10.0,anchored_rmse,24,10.247243508268905,random-window-front-v2,self-supervised,60-90
10.0,local_aligned_rmse,24,5.126311732538488,random-window-front-v2,self-supervised,90-120
10.0,fixed_aligned_rmse,24,5.496052368154937,random-window-front-v2,self-supervised,90-120
10.0,anchored_rmse,24,11.870540354408757,random-window-front-v2,self-supervised,90-120
10.0,local_aligned_rmse,7,8.312968666829489,random-window-front-v2,self-supervised,120-150
10.0,fixed_aligned_rmse,7,6.414455112444363,random-window-front-v2,self-supervised,120-150
10.0,anchored_rmse,7,11.005853657672507,random-window-front-v2,self-supervised,120-150
2.0,local_aligned_rmse,22,7.35638076596509,random-window-front-v2,self-supervised,0-30
2.0,fixed_aligned_rmse,22,7.594542191669206,random-window-front-v2,self-supervised,0-30
2.0,anchored_rmse,22,9.986124971845912,random-window-front-v2,self-supervised,0-30
2.0,local_aligned_rmse,24,3.5930692984232753,random-window-front-v2,self-supervised,30-60
2.0,fixed_aligned_rmse,24,3.8205842599777062,random-window-front-v2,self-supervised,30-60
2.0,anchored_rmse,24,9.871808434564919,random-window-front-v2,self-supervised,30-60
2.0,local_aligned_rmse,24,3.6400870606244142,random-window-front-v2,self-supervised,60-90
2.0,fixed_aligned_rmse,24,4.54312083134345,random-window-front-v2,self-supervised,60-90
2.0,anchored_rmse,24,9.941384419600414,random-window-front-v2,self-supervised,60-90
2.0,local_aligned_rmse,13,4.066351509691067,random-window-front-v2,self-supervised,90-120
2.0,fixed_aligned_rmse,13,6.026365043346886,random-window-front-v2,self-supervised,90-120
2.0,anchored_rmse,13,16.209696353631728,random-window-front-v2,self-supervised,90-120
2.0,local_aligned_rmse,1,8.070377643892824,random-window-front-v2,self-supervised,120-150
2.0,fixed_aligned_rmse,1,9.177819966189954,random-window-front-v2,self-supervised,120-150
2.0,anchored_rmse,1,10.107600473535248,random-window-front-v2,self-supervised,120-150
40.0,local_aligned_rmse,24,8.567817573590432,random-window-front-v2,self-supervised,0-30
40.0,fixed_aligned_rmse,24,8.071564022407426,random-window-front-v2,self-supervised,0-30
40.0,anchored_rmse,24,11.24516631760083,random-window-front-v2,self-supervised,0-30
40.0,local_aligned_rmse,24,3.5450955124952523,random-window-front-v2,self-supervised,30-60
40.0,fixed_aligned_rmse,24,3.9126873276455045,random-window-front-v2,self-supervised,30-60
40.0,anchored_rmse,24,9.469467891611618,random-window-front-v2,self-supervised,30-60
40.0,local_aligned_rmse,24,2.697588191028444,random-window-front-v2,self-supervised,60-90
40.0,fixed_aligned_rmse,24,2.556384033235709,random-window-front-v2,self-supervised,60-90
40.0,anchored_rmse,24,8.773579137654561,random-window-front-v2,self-supervised,60-90
40.0,local_aligned_rmse,24,3.998584168133855,random-window-front-v2,self-supervised,90-120
40.0,fixed_aligned_rmse,24,4.05151063941342,random-window-front-v2,self-supervised,90-120
40.0,anchored_rmse,24,9.840278044415353,random-window-front-v2,self-supervised,90-120
40.0,local_aligned_rmse,18,7.148372152082397,random-window-front-v2,self-supervised,120-150
40.0,fixed_aligned_rmse,18,6.305660682521599,random-window-front-v2,self-supervised,120-150
40.0,anchored_rmse,18,11.685146527923518,random-window-front-v2,self-supervised,120-150
5.0,local_aligned_rmse,24,6.722011261314587,random-window-front-v2,self-supervised,0-30
5.0,fixed_aligned_rmse,24,6.557847081276527,random-window-front-v2,self-supervised,0-30
5.0,anchored_rmse,24,8.893118359139578,random-window-front-v2,self-supervised,0-30
5.0,local_aligned_rmse,24,3.470443196954656,random-window-front-v2,self-supervised,30-60
5.0,fixed_aligned_rmse,24,3.6157322597130044,random-window-front-v2,self-supervised,30-60
5.0,anchored_rmse,24,9.69650505099677,random-window-front-v2,self-supervised,30-60
5.0,local_aligned_rmse,24,3.3926674130060803,random-window-front-v2,self-supervised,60-90
5.0,fixed_aligned_rmse,24,3.820528752168091,random-window-front-v2,self-supervised,60-90
5.0,anchored_rmse,24,9.235571158747682,random-window-front-v2,self-supervised,60-90
5.0,local_aligned_rmse,21,5.1811084500847375,random-window-front-v2,self-supervised,90-120
5.0,fixed_aligned_rmse,21,6.771780216113821,random-window-front-v2,self-supervised,90-120
5.0,anchored_rmse,21,13.892409356686205,random-window-front-v2,self-supervised,90-120
5.0,local_aligned_rmse,6,7.259722155951053,random-window-front-v2,self-supervised,120-150
5.0,fixed_aligned_rmse,6,8.157643538519864,random-window-front-v2,self-supervised,120-150
5.0,anchored_rmse,6,13.765419519982757,random-window-front-v2,self-supervised,120-150
