trainer,setup,logs,aligned_rmse_median,aligned_nrmse_std_median,anchored_rmse_median
self-supervised,stumpjumper_pod_v1,7,5.7717370303969435,0.2512920860775012,12.062663438779214
self-supervised,stumpjumper_pod_v2,11,4.577433164243044,0.2047059074212776,8.163238973211618
self-supervised,tr11_pod_v2,6,10.32667214584152,0.3698382401279444,15.970771253199393
oracle-power,stumpjumper_pod_v1,7,5.424650603471327,0.2391267276646016,5.424650603471328
oracle-power,stumpjumper_pod_v2,11,2.9965502749368844,0.1376579694182676,2.9965502749368844
oracle-power,tr11_pod_v2,6,7.690272959990299,0.27638801895419296,7.690272959990299
oracle-binned-median,stumpjumper_pod_v1,7,5.494975229077884,0.2392423253150552,5.497872026596208
oracle-binned-median,stumpjumper_pod_v2,11,2.8816716023222795,0.1300940440638232,2.8869346176149433
oracle-binned-median,tr11_pod_v2,6,7.424622802901471,0.2668729001629675,7.495197110170595
